Text,Cleaned_Text,Sentiment_Main,Platform,Country,User,Cleaned_Hashtags,Likes,Retweets,Engagement_Score,Timestamp,Year,Month,Day,Hour
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,decided to learn a new instrument day one still trying to figure out how to hold it musicnovice learningjourney,Neutral,Instagram, UK, MusicalExplorer ,"['instrumentlearning', 'teenmusic']",55.0,28.0,111.0,2023-06-02 14:30:00,2023,6,2,14
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,spent hours creating the perfect playlist for every mood music is my therapy playlistmaker teenmusiclover,Neutral,Facebook, Canada, MusicAficionado ,"['musictherapy', 'teenplaylist']",45.0,22.0,89.0,2023-06-03 21:15:00,2023,6,3,21
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,successfully cooked a gourmet meal for the family chef skills unlocked chefmode teenchef,Neutral,Twitter, USA, HomeChef ,"['cookingsuccess', 'teencook']",50.0,25.0,100.0,2023-06-04 19:30:00,2023,6,4,19
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,spontaneously booked a weekend getaway adventure awaits travelbug weekendescape,Neutral,Instagram, UK, AdventureSeeker ,"['getawaygoals', 'teentravel']",35.0,18.0,71.0,2023-06-05 10:00:00,2023,6,5,10
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,attended a concert and danced the night away music is the heartbeat of life concertvibes danceallnight,Neutral,Facebook, Canada, DanceEnthusiast ,"['musicmagic', 'teenconcert']",55.0,28.0,111.0,2023-06-06 22:30:00,2023,6,6,22
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,rediscovered childhood cartoons and had a nostalgiafilled marathon cartoonnostalgia teenmemories,Neutral,Twitter, USA, NostalgiaExplorer ,"['childhoodmemories', 'teencartoons']",45.0,22.0,89.0,2023-06-07 12:45:00,2023,6,7,12
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,embarked on a diy home decor project lets hope it turns out better than last time diyadventure teenhomedecor,Neutral,Instagram, UK, HomeDecorator ,"['diygoals', 'teencreative']",70.0,35.0,140.0,2023-06-08 16:00:00,2023,6,8,16
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",spent the afternoon at a museum pretending to be cultured art enthusiast in the making museumday teenartlover,Neutral,Facebook, USA, ArtExplorer ,"['culturalday', 'teencuriosity']",40.0,20.0,80.0,2023-06-09 14:00:00,2023,6,9,14
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,started a blog about random thoughts and musings blogging is the new diary bloggerlife teenblogger,Neutral,Twitter, Canada, ThoughtfulBlogger ,"['bloggingjourney', 'teenthoughts']",60.0,30.0,120.0,2023-06-10 17:30:00,2023,6,10,17
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,relishing a peaceful afternoon with a classic novel quiet moments are the best moments booklover peacefulafternoon,Neutral,Instagram, USA, NovelEnthusiast ,"['quietmoments', 'bookishescape']",70.0,35.0,140.0,2023-06-11 15:30:00,2023,6,11,15
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging lifereflections beautyinaging,Neutral,Twitter, UK, WiseSoul ,"['aginggracefully', 'memories']",55.0,28.0,111.0,2023-06-12 18:00:00,2023,6,12,18
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,exploring the world of digital art its never too late to discover new passions digitalartistry latebloomer,Neutral,Facebook, Canada, ArtAdventurer ,"['artdiscovery', 'seniorartist']",45.0,22.0,89.0,2023-06-13 14:45:00,2023,6,13,14
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,savoring the flavors of a homecooked meal simple joys are the heart of happiness homecooking simplejoys,Neutral,Instagram, USA, HomeChefSenior ,"['happinessinfood', 'seniorlife']",50.0,25.0,100.0,2023-06-14 19:30:00,2023,6,14,19
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,embarking on a journey of learning a new language the mind stays young with every new word languagelearning nevertoolate,Neutral,Twitter, UK, LinguisticExplorer ,"['mindenrichment', 'seniorlearning']",60.0,30.0,120.0,2023-06-15 12:15:00,2023,6,15,12
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",attended a classical music concert feeling the timeless melodies resonate music transcends generations classicalmusic timelessmelodies,Neutral,Facebook, Canada, MusicConnoisseur ,"['musiclover', 'seniorconcert']",35.0,18.0,71.0,2023-06-16 21:45:00,2023,6,16,21
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,capturing the beauty of nature through photography every snapshot is a treasure naturephotography seniorphotographer,Neutral,Instagram, USA, PhotographySenior ,"['naturecapture', 'seniormoments']",70.0,35.0,140.0,2023-06-17 15:00:00,2023,6,17,15
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",reconnecting with old friends over a cup of tea friendship the true essence of companionship oldfriends companionship,Neutral,Twitter, UK, TeaTimeSenior ,"['friendshipgoals', 'seniorbonding']",55.0,28.0,111.0,2023-06-18 11:30:00,2023,6,18,11
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion roadtrip nostalgiatour,Neutral,Facebook, Canada, RoadTripSenior ,"['cherishedplaces', 'seniortravel']",45.0,22.0,89.0,2023-06-19 16:30:00,2023,6,19,16
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",joined a community choir harmonizing with fellow voices music creates bonds that withstand time communitychoir harmonyinaging,Neutral,Instagram, USA, ChoirEnthusiast ,"['musicharmony', 'seniorvoices']",40.0,20.0,80.0,2023-06-20 14:20:00,2023,6,20,14
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",exploring the art of meditation finding tranquility in the stillness of the mind meditationjourney tranquilmind,Neutral,Twitter, UK, MeditationSenior ,"['mindfulliving', 'seniorcalm']",35.0,18.0,71.0,2023-06-21 19:00:00,2023,6,21,19
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",taking a stroll in the garden appreciating the beauty of blooming flowers natures wonders never cease gardenwalk floralbeauty,Neutral,Facebook, USA, GardenEnthusiast ,"['naturewonders', 'seniorgarden']",50.0,25.0,100.0,2023-06-22 13:45:00,2023,6,22,13
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life welllived winelover vintagecheers,Neutral,Instagram, UK, WineConnoisseur ,"['lifewelllived', 'seniorwine']",55.0,28.0,111.0,2023-06-23 18:45:00,2023,6,23,18
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",participated in a community art class unleashing creativity in the golden years art has no age limit artclass seniorartistry,Neutral,Twitter, Canada, ArtisticSenior ,"['creativityatanyage', 'seniorcreativity']",45.0,22.0,89.0,2023-06-24 16:15:00,2023,6,24,16
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters memoirwriting seniorstories,Neutral,Facebook, USA, MemoiristSenior ,"['lifetimeexperiences', 'seniormemoir']",70.0,35.0,140.0,2023-06-25 20:30:00,2023,6,25,20
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure historylecture seniorlearning,Neutral,Instagram, UK, HistoryEnthusiast ,"['lifetimeadventure', 'seniorcuriosity']",60.0,30.0,120.0,2023-06-26 14:00:00,2023,6,26,14
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories familyrecipes seniorcooking,Neutral,Twitter, USA, FamilyChefSenior ,"['kitchenmemories', 'seniorculinary']",40.0,20.0,80.0,2023-06-27 17:45:00,2023,6,27,17
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature naturephotography seniorphotographer,Neutral,Facebook, UK, NaturePhotographySenior ,"['outdoorbeauty', 'seniorclicks']",35.0,18.0,71.0,2023-06-28 22:15:00,2023,6,28,22
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years jazzconcert seniormusic,Neutral,Instagram, USA, JazzMusicLover ,"['timelesstunes', 'seniorjazz']",50.0,25.0,100.0,2023-06-29 16:30:00,2023,6,29,16
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul writinggroup seniorwriter,Neutral,Twitter, UK, SeniorWordsmith ,"['soulfulwriting', 'seniorreflections']",55.0,28.0,111.0,2023-06-30 19:30:00,2023,6,30,19
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",embarked on a solo travel adventure discovering the beauty of new places at my own pace solotravel seniorexplorer,Neutral,Instagram, USA, SoloAdventurer ,"['discovernewplaces', 'seniortravel']",60.0,30.0,120.0,2023-07-01 14:00:00,2023,7,1,14
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev vintagecars classicrides,Neutral,Facebook, UK, CarEnthusiastSenior ,"['roadtripdownmemorylane', 'seniorcars']",45.0,22.0,89.0,2023-07-02 18:30:00,2023,7,2,18
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",started a community garden growing not just plants but friendships too green thumbs unite communitygarden seniorgardener,Neutral,Twitter, Canada, GreenThumbSenior ,"['gardenfriends', 'seniorgreenthumb']",55.0,28.0,111.0,2023-07-03 12:45:00,2023,7,3,12
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness familydinner seniorhost,Neutral,Instagram, USA, FamilyHostSenior ,"['heartwarmingmoments', 'seniorfamily']",70.0,35.0,140.0,2023-07-04 17:00:00,2023,7,4,17
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor danceclass seniordancer,Neutral,Twitter, UK, DanceEnthusiastSenior ,"['dancelife', 'seniormoves']",35.0,18.0,71.0,2023-07-05 20:15:00,2023,7,5,20
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover,Neutral,Facebook, USA, ArtGalleryVisitor ,"['creativeexpressions', 'seniorart']",50.0,25.0,100.0,2023-07-06 14:30:00,2023,7,6,14
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders,Neutral,Instagram, UK, SeniorBookClub ,"['bookishtalks', 'seniorbookworms']",45.0,22.0,89.0,2023-07-07 19:45:00,2023,7,7,19
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy,Neutral,Twitter, Canada, SeniorPicnicHost ,"['friendshipsunshine', 'seniormemories']",60.0,30.0,120.0,2023-07-08 16:00:00,2023,7,8,16
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor,Neutral,Facebook, USA, SeniorActor ,"['stagepassion', 'seniortheater']",40.0,20.0,80.0,2023-07-09 22:30:00,2023,7,9,22
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker,Neutral,Instagram, UK, SeniorHikerExplorer ,"['naturetrailblazer', 'seniorexplorer']",55.0,28.0,111.0,2023-07-10 14:20:00,2023,7,10,14
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell photographyexhibition seniorphotographer,Neutral,Twitter, Canada, SeniorPhotographerExhibitor ,"['lifeinpictures', 'seniorexhibition']",45.0,22.0,89.0,2023-07-11 18:45:00,2023,7,11,18
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist,Neutral,Facebook, USA, SeniorCyclingEnthusiast ,"['openroadadventures', 'seniorcycling']",50.0,25.0,100.0,2023-07-12 13:45:00,2023,7,12,13
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover,Neutral,Instagram, UK, SeniorWineConnoisseur ,"['agedtoperfection', 'seniorcheers']",70.0,35.0,140.0,2023-07-13 20:00:00,2023,7,13,20
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer,Neutral,Twitter, USA, SeniorBallroomDancer ,"['gracefulmoves', 'seniordance']",40.0,20.0,80.0,2023-07-14 16:15:00,2023,7,14,16
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist,Neutral,Facebook, Canada, SeniorPaintingOrganizer ,"['communityart', 'seniorcreativity']",55.0,28.0,111.0,2023-07-15 19:30:00,2023,7,15,19
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing,Neutral,Instagram, USA, SeniorMemoriesHost ,"['friendshipadventures', 'seniornostalgia']",60.0,30.0,120.0,2023-07-16 14:00:00,2023,7,16,14
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer,Neutral,Twitter, UK, SeniorStargazer ,"['celestialwonders', 'seniorastronomy']",35.0,18.0,71.0,2023-07-17 22:15:00,2023,7,17,22
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover,Neutral,Facebook, USA, SeniorJazzFestivalGoer ,"['timelesstunes', 'seniorjazz']",50.0,25.0,100.0,2023-07-18 16:30:00,2023,7,18,16
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog,Neutral,Instagram, UK, WisdomBloggerSenior ,"['lifelessons', 'seniorblog']",45.0,22.0,89.0,2023-07-19 19:45:00,2023,7,19,19
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner,Neutral,Twitter, Canada, SeniorCharityRunner ,"['runforacause', 'seniorsupport']",60.0,30.0,120.0,2023-07-20 17:00:00,2023,7,20,17
"Survived a challenging physics exam. Equations, you won't defeat me! ",survived a challenging physics exam equations you wont defeat me,Positive,Instagram, USA, PhysicsWhizHighSchool ,"['physicssurvivor', 'highschooladventures']",40.0,20.0,80.0,2023-08-01 13:30:00,2023,8,1,13
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder,Neutral,Twitter, UK, CodeExplorerHighSchool ,"['codingadventure', 'highschoolcoderlife']",50.0,25.0,100.0,2023-08-02 14:45:00,2023,8,2,14
"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",joined the school debate team words are my weapons and im ready for battle,Neutral,Facebook, Canada, DebateWarriorHighSchool ,"['debatewarrior', 'highschooldebater']",35.0,18.0,71.0,2023-08-03 12:15:00,2023,8,3,12
"Started a photography club at school. Capturing moments, one snapshot at a time! ",started a photography club at school capturing moments one snapshot at a time,Neutral,Instagram, USA, PhotoClubHighSchool ,"['photographyclub', 'highschoolphotographer']",45.0,22.0,89.0,2023-08-04 16:30:00,2023,8,4,16
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",daydreaming about the upcoming prom the dress the dance – its a fairytale in the making,Neutral,Twitter, Canada, PromDreamerHighSchool ,"['promdreams', 'highschoolfairytale']",60.0,30.0,120.0,2023-08-05 19:45:00,2023,8,5,19
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,convinced the teacher to have class outdoors learning equations with a side of fresh air,Neutral,Facebook, USA, OutdoorClassHighSchool ,"['outdoorclassroom', 'highschoolexplorer']",55.0,28.0,111.0,2023-08-06 14:00:00,2023,8,6,14
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",accidentally spilled paint in art class abstract art right artclassadventures highschoolartist,Neutral,Instagram, UK, PaintSpillHighSchool ,"['artisticmishaps', 'highschoolart']",45.0,22.0,89.0,2023-08-07 19:45:00,2023,8,7,19
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro,Neutral,Twitter, Canada, SkateProHighSchool ,"['skaterlife', 'highschoolskater']",60.0,30.0,120.0,2023-08-08 16:00:00,2023,8,8,16
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,bonding with friends over the latest kpop sensation fangirling at its finest,Neutral,Facebook, USA, KpopFangirlHighSchool ,"['kpopfangirl', 'highschoolmusic']",40.0,20.0,80.0,2023-08-09 22:30:00,2023,8,9,22
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,spent hours perfecting a chemistry experiment mixing potions like a wizard,Neutral,Instagram, UK, ChemistryWizardHighSchool ,"['chemistrywizard', 'highschoolscientist']",55.0,28.0,111.0,2023-08-10 14:20:00,2023,8,10,14
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,successfully organized a surprise birthday party for a friend party planning expert mode achieved,Neutral,Twitter, Canada, BirthdayPartyPlannerHighSchool ,"['birthdayparty', 'highschoolcelebration']",45.0,22.0,89.0,2023-08-11 18:45:00,2023,8,11,18
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",joined the drama club to unleash my inner actor lights camera action,Neutral,Facebook, USA, DramaClubStarHighSchool ,"['dramaclubstar', 'highschoolactor']",50.0,25.0,100.0,2023-08-12 13:45:00,2023,8,12,13
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,got my hands on the latest fantasy novel diving into realms of magic and adventure,Neutral,Instagram, UK, FantasyBookNerdHighSchool ,"['fantasybooknerd', 'highschoolreader']",70.0,35.0,140.0,2023-08-13 20:00:00,2023,8,13,20
Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,mastering the art of the perfect doodle during boring classes doodles a,Neutral,Twitter, USA, DoodleMasterHighSchool ,"['doodlemaster', 'highschoolart']",40.0,20.0,80.0,2023-08-14 16:15:00,2023,8,14,16
Attempting to break the school record for the longest handstand. Wish me luck! ,attempting to break the school record for the longest handstand wish me luck,Neutral,Facebook, Canada, HandstandChallengeHighSchool ,"['handstandchallenge', 'highschoolathlete']",55.0,28.0,111.0,2023-08-15 19:30:00,2023,8,15,19
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill,Neutral,Instagram, USA, SnackSmugglerHighSchool ,"['snacksmuggler', 'highschoolsnacks']",60.0,30.0,120.0,2023-08-16 14:00:00,2023,8,16,14
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,hosting a sleepover with friends this weekend preparing for a night of laughter and memories,Neutral,Twitter, UK, SleepoverHostHighSchool ,"['sleepoverfun', 'highschoolmemories']",35.0,18.0,71.0,2023-08-17 22:15:00,2023,8,17,22
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed,Neutral,Facebook, USA, TikTokFailHighSchool ,"['dancefail', 'highschooltiktok']",50.0,25.0,100.0,2023-08-18 16:30:00,2023,8,18,16
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,accidentally liked my crushs old photo while stalking their profile awkward level maximum,Neutral,Instagram, UK, SocialMediaBlunderHighSchool ,"['socialmediablunder', 'highschoolawkward']",45.0,22.0,89.0,2023-08-19 19:45:00,2023,8,19,19
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent,Neutral,Twitter, Canada, CrushFailHighSchool ,"['crushfail', 'highschoolembarrassment']",60.0,30.0,120.0,2023-08-20 17:00:00,2023,8,20,17
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights,Neutral,Instagram, USA, PaperPlaneExpertHighSchool ,"['paperplaneexpert', 'highschoolart']",30.0,15.0,60.0,2023-08-21 15:45:00,2023,8,21,15
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill,Neutral,Facebook, Canada, JugglingProHighSchool ,"['textbookjuggling', 'highschoolskills']",40.0,22.0,84.0,2023-08-22 12:30:00,2023,8,22,12
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated,Neutral,Twitter, USA, SnackNinjaHighSchool ,"['snackninja', 'highschoolsnacks']",55.0,28.0,111.0,2023-08-23 16:45:00,2023,8,23,16
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,planning a surprise scavenger hunt for friends anticipating the thrill and excitement,Neutral,Instagram, UK, ScavengerHuntMasterHighSchool ,"['surpriseadventure', 'highschoolfun']",38.0,20.0,78.0,2023-08-24 18:20:00,2023,8,24,18
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing,Neutral,Facebook, Canada, RainDanceCelebrationHighSchool ,"['raindance', 'highschooljoy']",50.0,25.0,100.0,2023-08-25 14:15:00,2023,8,25,14
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,accidentally sent a text meant for a friend to the class group chat texting fail oops moment,Neutral,Twitter, USA, GroupChatBlunderHighSchool ,"['textingfail', 'highschoolawkward']",35.0,18.0,71.0,2023-08-26 17:30:00,2023,8,26,17
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,tried a magic trick to impress classmates magic fail where did that rabbit go,Neutral,Instagram, UK, MagicFailHighSchool ,"['magicfail', 'highschoolmagic']",45.0,22.0,89.0,2023-08-27 20:45:00,2023,8,27,20
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,perfecting the art of creating origami during a dull lecture origami mastery a,Neutral,Twitter, USA, OrigamiProHighSchool ,"['origamimaster', 'highschoolart']",36.0,18.0,72.0,2023-08-28 16:00:00,2023,8,28,16
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed,Neutral,Instagram, Canada, HackySackChampionHighSchool ,"['hackysackchallenge', 'highschoolathlete']",48.0,26.0,100.0,2023-08-29 13:45:00,2023,8,29,13
Creating a secret handshake with friends. Friendship level: Expert! ,creating a secret handshake with friends friendship level expert,Neutral,Facebook, USA, SecretHandshakeHighSchool ,"['friendshipgoals', 'highschoolmemories']",40.0,20.0,80.0,2023-08-30 17:30:00,2023,8,30,17
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty,Neutral,Twitter, UK, BurgerQuestHighSchool ,"['burgerquest', 'highschoolfoodie']",42.0,24.0,90.0,2023-08-31 20:15:00,2023,8,31,20
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,practicing a standup comedy routine for the upcoming talent show comedy gig in the making,Neutral,Instagram, Canada, ComedyGeniusHighSchool ,"['standupcomedy', 'highschooltalent']",39.0,21.0,81.0,2023-09-01 14:45:00,2023,9,1,14
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,accidentally sent a love letter to the wrong person love note fail maximum embarrassment,Neutral,Facebook, USA, LoveLetterBlunderHighSchool ,"['loveletterfail', 'highschoolawkward']",33.0,17.0,67.0,2023-09-02 18:30:00,2023,9,2,18
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,attempting to impress the teacher with an elaborate science experiment science geek mode activated,Neutral,Twitter, UK, ScienceExperimentProHighSchool ,"['sciencegeek', 'highschoolexperiments']",44.0,23.0,90.0,2023-09-03 22:00:00,2023,9,3,22
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,crafting intricate friendship bracelets for the whole squad friendship level expert weaver,Neutral,Instagram, USA, BraceletCraftsmanHighSchool ,"['friendshipbracelets', 'highschoolcrafts']",37.0,19.0,75.0,2023-09-04 15:15:00,2023,9,4,15
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,attempting to beat the record for the most consecutive cartwheels cartwheel challenge underway,Neutral,Twitter, Canada, CartwheelMasterHighSchool ,"['cartwheelchallenge', 'highschoolathlete']",52.0,27.0,106.0,2023-09-05 12:30:00,2023,9,5,12
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,organizing a movie marathon with friends popcorn and cinematic adventures await,Neutral,Facebook, UK, MovieMarathonHostHighSchool ,"['movienight', 'highschoolmemories']",43.0,22.0,87.0,2023-09-06 16:45:00,2023,9,6,16
Experimenting with a new hair color. A bold change for a bold semester! ,experimenting with a new hair color a bold change for a bold semester,Neutral,Instagram, USA, HairColorExperimentHighSchool ,"['hairexperiment', 'highschoolstyle']",39.0,20.0,79.0,2023-09-07 18:20:00,2023,9,7,18
Building a time capsule to capture memories for the future. Time-traveling emotions! ,building a time capsule to capture memories for the future timetraveling emotions,Neutral,Facebook, Canada, TimeCapsuleCreatorHighSchool ,"['timecapsule', 'highschoolnostalgia']",48.0,26.0,100.0,2023-09-08 14:15:00,2023,9,8,14
